,isco_code,preferredLabel,n_obs,EF952_sum,share_brown_unwtd,share_brown_wtd,share_green_unwtd,share_green_wtd,share_neutral_unwtd,share_neutral_wtd
276,7114,"Concrete placers, concrete finishers and related workers",688.0,78.325.652,0.145960832,0.140825987,0.024326805,0.023470998,0.829712362,0.835703015
277,7115,Carpenters and joiners,930.0,104.179.975,0.0,0.0,0.0,0.0,1.0,1.0
278,7119,Building frame and related trades workers not elsewhere classified,187.0,22.522.712,0.0,0.0,0.0,0.0,1.0,1.0
279,7121,Roofers,644.0,72.641.109,0.0,0.0,0.0,0.0,1.0,1.0
280,7122,Floor layers and tile setters,782.0,91.999.541,0.0,0.0,0.0,0.0,1.0,1.0
281,7123,Plasterers,802.0,102.391.749,0.0,0.0,0.0,0.0,1.0,1.0
282,7124,Insulation workers,108.0,13.035.966,0.0,0.0,0.0,0.0,1.0,1.0
283,7125,Glaziers,103.0,11.738.412,0.0,0.0,0.0,0.0,1.0,1.0
284,7126,Plumbers and pipe fitters,1851.0,207.524.516,0.198358598,0.197607464,0.009454349,0.009236942,0.792187053,0.793155593
285,7127,Air conditioning and refrigeration mechanics,93.0,10.677.889,0.0,0.0,0.0,0.0,1.0,1.0
286,7131,Painters and related workers,1499.0,169.625.972,0.0,0.0,0.0,0.0,1.0,1.0
287,7132,Spray painters and varnishers,572.0,64.865.013,0.0,0.0,0.0,0.0,1.0,1.0
288,7133,Building structure cleaners,1311.0,150.938.021,0.0,0.0,0.0,0.0,1.0,1.0
289,7211,Metal moulders and coremakers,24.0,2.862.009,0.0,0.0,0.0,0.0,1.0,1.0
290,7212,Welders and flamecutters,735.0,85.038.363,0.045454545,0.045454545,0.0,0.0,0.954545455,0.954545455
291,7213,Sheet-metal workers,191.0,20.614.825,0.0,0.0,0.0,0.0,1.0,1.0
292,7214,Structural-metal preparers and erectors,2950.0,327.548.785,0.0,0.0,0.0,0.0,1.0,1.0
293,7221,"Blacksmiths, hammersmiths and forging press workers",42.0,4.736.871,0.0,0.0,0.0,0.0,1.0,1.0
294,7222,Toolmakers and related workers,955.0,103.105.526,0.0,0.0,0.0,0.0,1.0,1.0
295,7223,Metal working machine tool setters and operators,4218.0,474.177.045,0.008542191,0.008395568,0.0,0.0,0.991457809,0.991604432
296,7224,"Metal polishers, wheel grinders and tool sharpeners",258.0,28.532.211,0.0,0.0,0.0,0.0,1.0,1.0
297,7231,Motor vehicle mechanics and repairers,2795.0,313.286.621,0.074074074,0.074074074,0.0,0.0,0.925925926,0.925925926
298,7232,Aircraft engine mechanics and repairers,259.0,28.985.328,0.0,0.0,0.0,0.0,1.0,1.0
299,7233,Agricultural and industrial machinery mechanics and repairers,4435.0,489.686.521,0.049687404,0.050247904,0.0,0.0,0.950312596,0.949752096
300,7234,Bicycle and related repairers,170.0,19.028.257,0.05,0.05,0.0,0.0,0.95,0.95
301,7311,Precision-instrument makers and repairers,501.0,56.579.526,0.0,0.0,0.0,0.0,1.0,1.0
302,7312,Musical instrument makers and tuners,64.0,7.667.001,0.0,0.0,0.0,0.0,1.0,1.0
303,7313,Jewellery and precious-metal workers,104.0,11222.76,0.0,0.0,0.0,0.0,1.0,1.0
304,7314,Potters and related workers,43.0,4.389.036,0.0,0.0,0.0,0.0,1.0,1.0
305,7315,"Glass makers, cutters, grinders and finishers",58.0,6.496.846,0.0,0.0,0.0,0.0,1.0,1.0
306,7316,"Sign writers, decorative painters, engravers and etchers",93.0,10.233.921,0.0,0.0,0.0,0.0,1.0,1.0
307,7317,"Handicraft workers in wood, basketry and related materials",78.0,8389.38,0.0,0.0,0.0,0.0,1.0,1.0
308,7319,Handicraft workers not elsewhere classified,33.0,3.402.542,0.0,0.0,0.0,0.0,1.0,1.0
309,7321,Pre-press technicians,719.0,79.206.081,0.0,0.0,0.0,0.0,1.0,1.0
310,7322,Printers,420.0,46314.42,0.0,0.0,0.0,0.0,1.0,1.0
311,7323,Print finishing and binding workers,106.0,12.146.428,0.0,0.0,0.0,0.0,1.0,1.0
312,7411,Building and related electricians,2214.0,249.088.748,0.0,0.0,0.0,0.0,1.0,1.0
313,7412,Electrical mechanics and fitters,3490.0,383.827.459,0.018174376,0.018080587,0.026770364,0.026734216,0.95505526,0.955185197
314,7413,Electrical line installers and repairers,136.0,14978.56,0.0,0.0,0.333333333,0.333333333,0.666666667,0.666666667
315,7421,Electronics mechanics and servicers,644.0,69.671.906,0.047619048,0.048020149,0.0,0.0,0.952380952,0.951979851
316,7422,Information and communications technology installers and servicers,2023.0,219.546.026,0.0,0.0,0.0,0.0,1.0,1.0
317,7511,"Butchers, fishmongers and related food preparers",485.0,56.406.016,0.0,0.0,0.0,0.0,1.0,1.0
318,7512,"Bakers, pastry-cooks and confectionery makers",879.0,101.223.886,0.0,0.0,0.0,0.0,1.0,1.0
319,7513,Dairy-products makers,78.0,9.390.847,0.0,0.0,0.0,0.0,1.0,1.0
320,7522,Cabinet-makers and related workers,1920.0,214909.83,0.0,0.0,0.0,0.0,1.0,1.0
321,7523,Woodworking-machine tool setters and operators,273.0,31.373.148,0.0,0.0,0.0,0.0,1.0,1.0
322,7531,"Tailors, dressmakers, furriers and hatters",537.0,59.850.979,0.0,0.0,0.0,0.0,1.0,1.0
323,7532,Garment and related pattern-makers and cutters,38.0,4121.72,0.0,0.0,0.0,0.0,1.0,1.0
324,7533,"Sewing, embroidery and related workers",43.0,4.754.269,0.0,0.0,0.0,0.0,1.0,1.0
325,7534,Upholsterers and related workers,218.0,23992.13,0.0,0.0,0.0,0.0,1.0,1.0
326,7535,"Pelt dressers, tanners and fellmongers",9.0,10.121.619.999.999.900,0.0,0.0,0.0,0.0,1.0,1.0
327,7536,Shoemakers and related workers,103.0,11.450.101,0.0,0.0,0.0,0.0,1.0,1.0
328,7541,Underwater divers,5.0,564.749,0.0,0.0,0.0,0.0,1.0,1.0
329,7542,Shotfirers and blasters,30.0,3444.5,0.0,0.0,0.0,0.0,1.0,1.0
330,7543,Product graders and testers (excluding foods and beverages),1247.0,139.021.757,0.0,0.0,0.0,0.0,1.0,1.0
331,7544,Fumigators and other pest and weed controllers,85.0,9.699.306,0.0,0.0,0.0,0.0,1.0,1.0
332,7549,Craft and related workers not elsewhere classified,556.0,59.899.289,0.0,0.0,0.0,0.0,1.0,1.0
333,8111,Miners and quarriers,78.0,8.609.229,0.941176471,0.941176471,0.0,0.0,0.058823529,0.058823529
334,8112,Mineral and stone processing plant operators,106.0,12090,0.05,0.05,0.0,0.0,0.95,0.95
335,8113,Well drillers and borers and related workers,49.0,5.013.657,1.0,1.0,0.0,0.0,0.0,0.0
336,8114,"Cement, stone and other mineral products machine operators",75.0,7.695.975,0.028571429,0.028571429,0.0,0.0,0.971428571,0.971428571
337,8121,Metal processing plant operators,487.0,53.526.021,0.0,0.0,0.0,0.0,1.0,1.0
338,8122,"Metal finishing, plating and coating machine operators",225.0,24.955.742,0.166666667,0.166666667,0.0,0.0,0.833333333,0.833333333
339,8131,Chemical products plant and machine operators,903.0,98.494.572,0.095238095,0.095238095,0.0,0.0,0.904761905,0.904761905
340,8132,Photographic products machine operators,48.0,5.312.137,0.0,0.0,0.0,0.0,1.0,1.0
341,8141,Rubber products machine operators,127.0,14.728.418,0.0,0.0,0.0,0.0,1.0,1.0
342,8142,Plastic products machine operators,431.0,48.517.474,0.0,0.0,0.0,0.0,1.0,1.0
343,8143,Paper products machine operators,122.0,13510.1,0.0,0.0,0.0,0.0,1.0,1.0
344,8151,"Fibre preparing, spinning and winding machine operators",26.0,27.723.360.000.000.000,0.0,0.0,0.0,0.0,1.0,1.0
345,8152,Weaving and knitting machine operators,143.0,15.313.355,0.0,0.0,0.0,0.0,1.0,1.0
346,8153,Sewing machine operators,35.0,3.857.339,0.0,0.0,0.0,0.0,1.0,1.0
347,8154,"Bleaching, dyeing and fabric cleaning machine operators",27.0,2.965.812,0.0,0.0,0.0,0.0,1.0,1.0
348,8157,Laundry machine operators,310.0,34.354.694,0.0,0.0,0.0,0.0,1.0,1.0
349,8159,"Textile, fur and leather products machine operators not elsewhere classified",23.0,2.686.791,0.0,0.0,0.0,0.0,1.0,1.0
350,8160,Food and related products machine operators,842.0,98.215.416,0.0,0.0,0.0,0.0,1.0,1.0
351,8171,Pulp and papermaking plant operators,96.0,10.326.468,0.0,0.0,0.0,0.0,1.0,1.0
352,8172,Wood processing plant operators,49.0,5.505.647,0.0,0.0,0.0,0.0,1.0,1.0
353,8181,Glass and ceramics plant operators,64.0,7.400.197,0.232204861,0.231871225,0.0,0.0,0.767795139,0.768128775
354,8189,Stationary plant and machine operators not elsewhere classified,4242.0,475.741.336,0.045762159,0.045764875,0.0,0.0,0.954237841,0.954235125
355,8211,Mechanical machinery assemblers,1614.0,184.125.776,0.0,0.0,0.0,0.0,1.0,1.0
356,8212,Electrical and electronic equipment assemblers,480.0,54.976.017,0.0,0.0,0.0,0.0,1.0,1.0
357,8311,Locomotive engine drivers,400.0,43.802.101,0.0,0.0,0.0,0.0,1.0,1.0
358,8312,"Railway brake, signal and switch operators",120.0,12.896.642,0.0,0.0,0.0,0.0,1.0,1.0
359,8322,"Car, taxi and van drivers",2721.0,304.557.841,0.0,0.0,0.0,0.0,1.0,1.0
360,8331,Bus and tram drivers,1358.0,150.714.992,0.0,0.0,0.0,0.0,1.0,1.0
361,8332,Heavy truck and lorry drivers,5139.0,574.632.436,0.0,0.0,0.090909091,0.090909091,0.909090909,0.909090909
362,8341,Mobile farm and forestry plant operators,74.0,7.562.688,0.0,0.0,0.0,0.0,1.0,1.0
363,8342,Earthmoving and related plant operators,1062.0,117.957.896,0.054509312,0.054947733,0.0,0.0,0.945490688,0.945052267
364,8343,"Crane, hoist and related plant operators",257.0,28.576.243,0.0,0.0,0.0,0.0,1.0,1.0
365,8344,Lifting truck operators,1090.0,127.195.504,0.0,0.0,0.0,0.0,1.0,1.0
366,8350,Ships’ deck crews and related workers,26.0,2.901.363,0.0,0.0,0.0,0.0,1.0,1.0
367,9111,Domestic cleaners and helpers,1190.0,131.394.158,0.0,0.0,0.0,0.0,1.0,1.0
368,9112,"Cleaners and helpers in offices, hotels and other establishments",9138.0,1.057.024.841,0.0,0.0,0.0,0.0,1.0,1.0
369,9122,Vehicle cleaners,189.0,22.631.372,0.0,0.0,0.0,0.0,1.0,1.0
370,9123,Window cleaners,52.0,6.455.899,0.0,0.0,0.0,0.0,1.0,1.0
371,9129,Other cleaning workers,120.0,14.880.991,0.0,0.0,0.0,0.0,1.0,1.0
372,9211,Crop farm labourers,523.0,58.765.751,0.0,0.0,0.0,0.0,1.0,1.0
373,9212,Livestock farm labourers,55.0,6.259.687,0.0,0.0,0.0,0.0,1.0,1.0
374,9214,Garden and horticultural labourers,552.0,62.643.836,0.0,0.0,0.0,0.0,1.0,1.0
375,9215,Forestry labourers,63.0,6.923.151,0.0,0.0,0.0,0.0,1.0,1.0
376,9216,Fishery and aquaculture labourers,7.0,1.015.453,0.0,0.0,0.0,0.0,1.0,1.0
377,9311,Mining and quarrying labourers,12.0,1.359.776,1.0,1.0,0.0,0.0,0.0,0.0
378,9312,Civil engineering labourers,619.0,68.001.761,0.0,0.0,0.0,0.0,1.0,1.0
379,9313,Building construction labourers,832.0,106.124.563,0.0,0.0,0.0,0.0,1.0,1.0
380,9329,Manufacturing labourers not elsewhere classified,3351.0,383.081.002,0.0,0.0,0.0,0.0,1.0,1.0
381,9332,Drivers of animal-drawn vehicles and machinery,,,,,,,,
382,9333,Freight handlers,,,,,,,,
383,9334,Shelf fillers,848.0,94.874.131,0.0,0.0,0.0,0.0,1.0,1.0
384,9412,Kitchen helpers,3264.0,385.568.918,0.0,0.0,0.0,0.0,1.0,1.0
385,9612,Refuse sorters,143.0,16.212.215,0.0,0.0,0.692307692,0.692307692,0.307692308,0.307692308
386,9613,Sweepers and related labourers,367.0,41.697.087,0.0,0.0,0.666666667,0.666666667,0.333333333,0.333333333
387,9621,"Messengers, package deliverers and luggage porters",1572.0,172.449.721,0.0,0.0,0.0,0.0,1.0,1.0
388,9623,Meter readers and vending-machine collectors,24.0,2.572.723,0.0,0.0,0.0,0.0,1.0,1.0
389,9629,Elementary workers not elsewhere classified,274.0,31.006.815,0.0,0.0,0.0,0.0,1.0,1.0
